SubcategoryId	Benaming
92	Jaaropleiding : Waarom Doornroosje 100 jaar moet slapen. Werken met kinderen en jongeren vanuit een gezinsdynamisch perspectief
91	Jaaropleiding De Bremer stadsmuzikanten samenwerken en leiding geven in de hulpverleningssector
91	Jaaropleiding De bremer stadsmuzikanten. Samenwerken en leiding geven in de hulpverleningssector
31	Jaaropleiding De wolf en de zeven geitjes systeemtherapeutisch werken met het hechtingsperpectief
31	Jaaropleiding De wolf en de zeven geitjes systeemtherapeutisch werken met het hechtingsperspectief
31	Jaaropleiding- De wolf en de zeven geitjes. Systeemtherapeutisch werken met het hechtingsperspectief
31	Jaaropleiding tot supervisor in de relatie- en gezinstherapie
31	Jaaropleiding Werken met Koppels
31	Jaaropleiding: De wolf en de zeven geitjes. Systeemtherapeutisch werken met het hechtingsperspectief
31	Jaaropleiding: de wolf en de zeven geitjes: systeemtherapeutisch werken met het hechtingsperspectief
31	Jaaropleiding: in de put van vrouw holle. Inspiratie vanuit experiëntiele gedachtengoed: op zoek naar verdieping in de therapautische relatie
31	Jaaropleiding: In de put van vrouw Holle. Inspiratie vanuit het experiëntiële gedachtengoed: op zoek naar verdieping in de therapeutische relatie
91	Jaaropleiding: Leiding geven en samen werken in de hulpverlening. De Bremer Stadsmuzikanten
92	Jaaropleiding: systeem- en contextgericht werken met voklwassenen vanuit een individuele setting
92	Jaaropleiding: Systeem- en contextgericht werken met volwassenen vanuit een individuele setting 
92	Jaaropleiding: Waarom Doornroosje 100 jaar moet slapen. Werken met kinderen en jongeren vanuit een gezinsdynamisch perspectief
92	Jaaropleiding: waarom doornroosje 100 jaar moet slapen. Werken met kinderen vanuit een gezinsdynamische perspectie
82	jagen en vangen
23	Japanologie
23	Japans - niveau 2
23	Japans richtgraad 1
23	Japans voor beginners
61	Java - Initiation au développement orienté objet
61	Java - Perfectionnement
61	JavaScript
61	Javascript - AngularJS
61	Javascript - Dojo ToolKit
61	Javascript - jQuery
61	Javascript - MooTools
61	Javascript - Node
61	Javascript - Notions fondamentales
41	Je (re)connais enfin les bases de la gestion administrative du personnel, du calcul et du budget des salaires
92	Jeugd- en gehandicaptenzorg
92	jeugddiensten
92	jeugdwerkerprogramma's
61	Joomla
41	J'organise, j'encode et j'utilise la comptabilité de mon ASBL
32	Journalist
32	journalistiek
32	journalistiek en informatie
32	journalistiek en rapportage
41	Junior management development
42	Juridische methodologie - Sociale rechtsbronnen en methode om de rechtsbronnen op te sporen en te gebruiken en de vakbondsstrategieën in afwachting van de verkiezingen van 2018 en 2019
42	jurisprudentie
21	Juweelhersteller
21	Juweelontwerper
21	juwelen maken
91	kaakchirurgie
72	Kaasmakerij
72	Kaasmeester
71	Kabellegger
71	Kabeltechnicus - gestructureerde bekabeling
91	Kader
91	Kaderopleiding nursing
21	kalligrafie
71	Kanten(profiel)schuurmachine instellen/bedienen
41	Kantoorautomatisatie
41	kantoormanagement
102	Kapitein - PREV 2 (brandpreventie in gebouwen)
71	Kapitein binnenvaart
101	kapper
101	Kapper - salonverantwoordelijke
72	Kartonverpakking en snelkoeling
73	Kassei- en klinkerlegger
73	Kasseier
72	kasten maken
101	Kelner
3	Kempen/Mechelen : assertiviteit (telkens 1 groep)
81	Kennel Assistent
92	kennis over alcohol, tabak en drugs
92	kennis over pesten en mishandeling
11	Kennis Troef Lier - deel 2
21	keramiek
73	Keramist
22	Kerkelijk recht
22	Kerkelijk recht (Iuris Canonici Licentiatus)
71	KETELLASSEN
71	Kettingfreesmachine instellen/bedienen
71	Kettingzaag bedienen
73	Keukenmonteur
91	Kinaesthetics - Aufbaukurs
91	Kinaesthetics in der Pflege - Zertifizierungskurs
91	Kinästhetics aufbaukurs
92	Kinderbegeleider baby's en peuters
92	Kinderbetreuer
92	Kinderbetreuer (gardienne d'enfants)
92	kinderopvang
92	kinderopvang en jeugddiensten
31	kinderpsychiatrie groepsleiding. 
92	kinderrecreatieprogramma's
91	Kindertherapie
91	Kinderwensconsulent
91	Kinesiologie
91	Kinesitherapie bij kinderen en jongeren
91	Kinésithérapie périnatale
72	KITTINGPROCES
72	Kittingproces (32 u)
71	Klanktechnicus
41	klantenbehoeften
72	Klantencontact bij magazijnbeheer
41	klantendienst
41	klantendiensttraining
104	Klantgerichtheid voor vrachtwagenchauffeurs
91	Klassiek homeopaat
23	klassieke talen
73	Klassikale SOLIDWORKS opleidingscyclus (Essentials Training van 4 dagen)
81	Klauwverzorging 3d
81	Klauwverzorging bij rundvee
81	Klauwverzorging bij rundvee 3 volledige dagen
21	Klavierinstrumentenbouwer / hersteller
72	kledinghandel
21	kledingontwerp
72	kledingproductie
72	Kleeftechniek SCA (in praktijk)
72	kleermakerswerk
41	kleinhandel
41	klerk
101	Kleur- en stijlconsulent
101	Kleuren mengen/aanmaken
52	Klimaatinstellingen
52	Klimaatinstellingen 1 volledige dag
52	Klimaatinstellingen 1d
53	klimaatonderzoek
52	Klimaatsinstellingen 1 volledige dag
71	klimaattechniek
51	Klinische biologie
31	Klinische psychodiagnostiek bij kinderen 
31	Klinische psychodiagnostiek bij volwassenen 
31	Klinische supervisie professionele vaardigheden binnen de GGZ
73	Klinken
73	Klinklegger
41	KMO-adviseur voor vermogens- en successieplanning
41	KMO-ondernemer
71	Koelinstallatie
71	Koelmonteur
71	Koeltechnicus
71	Koeltechnieken : koeltechnische handelingen
71	Koeltechnieker
71	Koeltechnisch installateur
71	Koeltechnisch installateur - Koeltechnicus
71	koetswerk
21	Koetswerkhersteller
101	Koffiebrander-uitbater van een koffiebar
73	Kogellagers en reductoren
101	koken
91	Kommunikation in der pflege
72	koolmijnbouw
90	Kooperationsmanagement - Leitung in multiprofessionellen Sozial- und Gesundheitsdiensten - MA (Management de coopération - Direction dans des services multiprofessionnels sociaux et de santé - master of arts)
71	Koperslager
104	Koppeling en transportbanden
31	Koppeltherapie
3	Korte module basisopleiding communicatie en leidinggeven voor eerstelijnsverantwoordelijken
90	Kortlopende opleiding MG-MZG registratie codering : ICD-10
92	Kortlopende opleiding thuis in thuiszorg: ergotherapie aan huis bij ouderen 
91	Kortlopende opleiding: basisopleiding in desinfectie en sterilisatietechnieken 
21	kostuumdesign
91	Kraamzorg - zorgregio Genk, Hasselt, Leuven en Peer
91	Kraamzorg - zorgregio Leuven en Peer
91	Kraamzorg, Halen
91	Kraamzorg, Leuven
91	Kraamzorgmodule - zorgregio Leuven
104	kraanbestuurder
71	Kraanmachinist
71	Kraanman
91	Krankenhauslogistikassistent
91	kruidengeneeskunde
81	Kruidenverwerker
71	KUKA
71	KUKA : applications
71	KUKA : robot VKRC2 programmation/reprise
71	KUKA basis mechanieker
71	KUKA BEDIENING
71	KUKA expert
71	KUKA-bediening (programmeren 1)
71	KUKA-service
21	kunst
20	kunst en menswetenschappen
21	kunst en menswetenschappen
22	kunst en menswetenschappen
23	kunst en menswetenschappen
28	kunst en menswetenschappen
29	kunst en menswetenschappen
21	Kunsten
21	Kunsten: audiovisuele kunsten
21	Kunsten: muziek
84	Kunstmatige insematie voor varkens
84	Kunstmatige inseminatie van rundvee
84	Kunstmatige inseminatie voor rundvee
84	Kunstmatige inseminatie voor rundvee 4 volledige dagen
84	Kunstmatige inseminatie voor varkens
84	Kunstmatige inseminatie voor varkens 2 volledige dagen
84	Kunstmatige inseminatie voor varkens 2d
101	Kunstnagelstyling
72	Kunststofbewerker en -verwerker
21	kunsttheorie
22	Kunstwetenschappen
22	Kunstwetenschappen en archeologie
22	Kunstwetenschappen en de archeologie
91	Kuzausbilung zum Krankenhauslogistik-assistent
71	KWALIFICATIE LASSER EN CERTIFICATIE NBN ISO 9606.1 EN CE1090/1
41	Kwaliteit
41	Kwaliteit van zorg in zorgorganisaties- met getuigschrift KU Leuven
41	Kwaliteits medewerkers (32 u)
41	Kwaliteitsbeheersing (Bedrijfsinterne opleiding bij LIMEPARTS NV)
41	kwaliteitsborging
41	KWALITEITSCONTROLE -312
41	Kwaliteitscontroleur
41	Kwaliteitscoördinator (basis 40 u + gevorderde 40 u)
41	Kwaliteitsdecreet
41	Kwaliteitsmanagement en voedselveiligheid
41	Kwaliteitsnormen 1 volledige dag
41	Kwaliteitsnormen 1d
81	Kwaliteitsnormen in de boomkwekerij
81	Kwaliteitsnormen in de boomkwekerij 1 voll d
81	Kwaliteitsnormen in de boomkwekerij 1 volledige dag
81	Kwaliteitsnormen in de boomkwekerij 1d
72	Kwaliteitsopleiding voor de kruidenafdeling
41	Kwaliteitszorg 
91	Kwaliteitszorg - bewaken en bevorderen van kwaliteit in de patiëntenzorg in biomedische en biotechnologische omgevingen
91	Kwaliteitszorg : Een multidisciplinaire aanpak in biomedische, biotechnologische of farmaceutische omgeving
72	Kwaliteitszorg Sécurité alimentaire et qualité "Food Defense" (protection contre les contaminations intentionnelles)
72	Kwaliteitszorg Sécurité alimentaire et qualité 5S: fundament van uw voedselveiligheidssysteem
72	Kwaliteitszorg Sécurité alimentaire et qualité Achat et réception de matières premières 
72	Kwaliteitszorg Sécurité alimentaire et qualité Améliorer et simplifier son système HACCP
72	Kwaliteitszorg Sécurité alimentaire et qualité Assurance qualité dans les laboratoires d'essai (selon la norme ISO 17025)
72	Kwaliteitszorg Sécurité alimentaire et qualité Autocontrole
72	Kwaliteitszorg Sécurité alimentaire et qualité Autocontrole: wat is 'extra vereist tov de hygiëne en HACCP-wetgeving
72	Kwaliteitszorg Sécurité alimentaire et qualité Bonus: Comment en profiter? Malus: Comment y échapper?
72	Kwaliteitszorg Sécurité alimentaire et qualité Boulanger - Guide auto-contrôle
72	Kwaliteitszorg Sécurité alimentaire et qualité BRC - opleiding
72	Kwaliteitszorg Sécurité alimentaire et qualité BRC-standaard
72	Kwaliteitszorg Sécurité alimentaire et qualité Codes à barres, traçabilité et gestion des stocks
72	Kwaliteitszorg Sécurité alimentaire et qualité Comeos Food Standaard voor KMO's
72	Kwaliteitszorg Sécurité alimentaire et qualité Elaborer un plan de nettoyage-désinfection 
72	Kwaliteitszorg Sécurité alimentaire et qualité Entreposage, transport & bonnes pratiques d'hygiène
72	Kwaliteitszorg Sécurité alimentaire et qualité Etablir la durée de vie d'un produit
72	Kwaliteitszorg Sécurité alimentaire et qualité Etikettering
72	Kwaliteitszorg Sécurité alimentaire et qualité Exigences de la Norme FSSC 22000
72	Kwaliteitszorg Sécurité alimentaire et qualité Gestion de projets
72	Kwaliteitszorg Sécurité alimentaire et qualité Gestion d'incidents
72	Kwaliteitszorg Sécurité alimentaire et qualité HACCP module A - Principes de base de la méthode HACCP
72	Kwaliteitszorg Sécurité alimentaire et qualité HACCP Teamopleiding
72	Kwaliteitszorg Sécurité alimentaire et qualité HACCP technische dienst
72	Kwaliteitszorg Sécurité alimentaire et qualité HQS Training - Hygiène-Qualité-Sécurité / Hygiene Kwaliteit Veiligheid
72	Kwaliteitszorg Sécurité alimentaire et qualité Hygiëne voor meestergasten
72	Kwaliteitszorg Sécurité alimentaire et qualité Hygïenebeleid
72	Kwaliteitszorg Sécurité alimentaire et qualité IFS-Logistics
72	Kwaliteitszorg Sécurité alimentaire et qualité IFS-standaard
72	Kwaliteitszorg Sécurité alimentaire et qualité IKKB Intergrale Keten KwaliteitsBeheer
72	Kwaliteitszorg Sécurité alimentaire et qualité Interne auditor HACCP - BRC - IFS - ISO 22 000
72	Kwaliteitszorg Sécurité alimentaire et qualité Interpréter les résultats d'analyses microbiologiques 
72	Kwaliteitszorg Sécurité alimentaire et qualité ISO 22000 et les programmes préalables (PRP)
72	Kwaliteitszorg Sécurité alimentaire et qualité ISO 22000: accompagnement dans la mise en place du référentiel
72	Kwaliteitszorg Sécurité alimentaire et qualité ISO 22000: formation aux outils de management ISO 22000
72	Kwaliteitszorg Sécurité alimentaire et qualité Le Coordinateur qualité: un métier en mutation...
72	Kwaliteitszorg Sécurité alimentaire et qualité Législation relative aux additifs alimentaires
72	Kwaliteitszorg Sécurité alimentaire et qualité Les risques allergènes 
72	Kwaliteitszorg Sécurité alimentaire et qualité Les risques biologiques
72	Kwaliteitszorg Sécurité alimentaire et qualité Les risques chimiques
72	Kwaliteitszorg Sécurité alimentaire et qualité Les risques chimiques(module long)
72	Kwaliteitszorg Sécurité alimentaire et qualité Lien entre référentiels (HACCP, ISO 9001, BRC, IFS, ISO 22000)
72	Kwaliteitszorg Sécurité alimentaire et qualité Maintenance & bonnes pratiques d'hygiène
72	Kwaliteitszorg Sécurité alimentaire et qualité Microbiologie (notions)
72	Kwaliteitszorg Sécurité alimentaire et qualité Nettoyer avec une station de nettoyage en place (NEP/CIP)
72	Kwaliteitszorg Sécurité alimentaire et qualité Opstellen, actualiseren en implementeren van het HACCP-plan
72	Kwaliteitszorg Sécurité alimentaire et qualité Opstellen, actualiseren en implementeren van het HACCP-plan in andere sectoren
72	Kwaliteitszorg Sécurité alimentaire et qualité Opstellen, actualiseren en implementeren van het HACCP-plan in de droge voeding
72	Kwaliteitszorg Sécurité alimentaire et qualité Opstellen, actualiseren en implementeren van het HACCP-plan in een KMO
72	Kwaliteitszorg Sécurité alimentaire et qualité Passer de l'IFS au BRC
72	Kwaliteitszorg Sécurité alimentaire et qualité Passer du BRC à l'IFS
72	Kwaliteitszorg Sécurité alimentaire et qualité Perfectionnement en sécurité alimentaire (pour opérateurs de production)
72	Kwaliteitszorg Sécurité alimentaire et qualité Plan d'analyses et de contrôles microbiologiques: mise en place
72	Kwaliteitszorg Sécurité alimentaire et qualité Praktische toepassing en dagelijkse opvolging van het HACCP-plan
72	Kwaliteitszorg Sécurité alimentaire et qualité Salles propres et microbiologie
72	Kwaliteitszorg Sécurité alimentaire et qualité Sécurité alimentaire de base pour chefs d'équipe et relais-qualité
72	Kwaliteitszorg Sécurité alimentaire et qualité Sécurité alimentaire et HACCP : formation de base pour responsable qualité
72	Kwaliteitszorg Sécurité alimentaire et qualité Sensibilisatie naar hygiëne
72	Kwaliteitszorg Sécurité alimentaire et qualité Spécifications d'achat pour équipements alimentaires
72	Kwaliteitszorg Sécurité alimentaire et qualité Test d'identification microbienne
72	Kwaliteitszorg Sécurité alimentaire et qualité Traçabilité
72	Kwaliteitszorg Sécurité alimentaire et qualité Traçabilité pour opérateur de conditionnement en industrie alimentaire: bases théoriques
72	Kwaliteitszorg Sécurité alimentaire et qualité Traçabilité pour opérateur de production en industrie alimentaire: bases théoriques
72	Kwaliteitszorg Sécurité alimentaire et qualité Traçabilité pour préparateur de commandes en industrie alimentaire: bases théoriques
72	Kwaliteitszorg Sécurité alimentaire et qualité Traçabilité, Rappel des produits et Notification obligatoire
72	Kwaliteitszorg Sécurité alimentaire et qualité Training leveranciersaudit
72	Kwaliteitszorg Sécurité alimentaire et qualité Update BRC-norm
72	Kwaliteitszorg Sécurité alimentaire et qualité Update IFS: de la version 5 à la version 6
72	Kwaliteitszorg Sécurité alimentaire et qualité Validation des mesures de maîtrise liées à la température
72	Kwaliteitszorg Sécurité alimentaire et qualité Versleping
83	kweken van vissen
3	La Circomotricité
3	La communication (les bénéfices de l'asservité) et la gestion de l'agression verbale
41	la communication interpersonnelle en entreprise et en contexte syndical
61	La communication intra et extra entreprise par les TIC
104	La conduite rationnelle au travers de la connaissance de la chaîne cinématique et des organes de sécurité avec une application pratique pour la conduite économique et rationnelle
91	La consultation préconceptionnelle
92	La durée du temps du travail  - la carrière/vorming arbeidsduur - loopbaan
102	La gestion du stress et le bien être (hygiène de vie et CT 100)
104	la législation du temps de conduite et de repos et utilisation du tachygraphe digital et analogique pour les chauffeurs C et D y compris la connaissance des nouvelles dérogrations pour 2010 et 2014 dans le domaine du transport de personnes
31	La législation sociale et les relations industrielles
41	La logistique dans l'entrprise de carrosserie
92	La méthode Montessori adaptée aux personnes âgées présentant des troubles cognitifs
91	LA NUTRITION CLINIQUE
91	La pharmacologie : qualification particulière permettant au titulaire du titre professionnel de sage-femme de prescrire des médicaments
91	La pharmacologie : qualification particulière permettant du titre professionnel de sage - femme de prescrire des médicaments
91	La pharmacologie : qualification particulière permettant du titre professionnel de sage-femme de prescrire des médicaments
91	La pharmacologie pour la sage-femme
91	La pharmacologie: qualification particulière permettant au titulaire du titre professionnel de sage-femme de prescrire des médicaments
22	La prospection
91	La radiothérapie oncologique en 2016: formation de mise à niveau pour le personnel infirmier et paramédical
21	La réalisation vidéo
92	La réduction du temps de travail généralisée. Vecteur d’égalité? 
91	La relation d'aide dans les soins: un pas vers l'empathie
91	La Relation d'Aide par le Toucher
71	La réparation du béton
11	La summer school
41	La vente-conseil
71	LAB CONTROLEUR - 117U
71	LABORANT LNO
71	Laboratioire telecommunication voIP-Wifi
71	laboratoriumtechnologie
71	LABOTECHNIEKEN
71	LABOTECHNIEKEN - 80 u
91	Lactation humaine
72	LADEN - LOSSEN COILHAL (40 u)
72	Laders magazijn
72	LADERS UITGAANDE GOEDEREN
72	Laders uitgaande goederen (120u)
71	Lageronderhoud
71	LAKMAGAZIJNIER
71	L'amélioration continue en maintenance
80	land- en bosbouw, visserij en dierengeneeskunde
81	land- en bosbouw, visserij en dierengeneeskunde
82	land- en bosbouw, visserij en dierengeneeskunde
83	land- en bosbouw, visserij en dierengeneeskunde
84	land- en bosbouw, visserij en dierengeneeskunde
88	land- en bosbouw, visserij en dierengeneeskunde
89	land- en bosbouw, visserij en dierengeneeskunde
81	landbouw
81	landbouwwetenschappen
53	landmeetkunde
73	landmeetkunde
73	landonderzoek
81	Landschaps- & tuinarchtectuur
73	landschapsarchitectuur
81	Landschapsontwikkeling
71	Langgatboormachine instellen/bedienen
71	Langszaagmachine instellen/bedienen
23	LANGUES - Anglais
23	LANGUES - Néerlandais
23	LANGUES - Portugais
71	langzaagmachine instellen/bedienen
72	L'arrimage des charges (uniquement permis C)
71	LASACTIVITEITEN TRAILERS - 636
71	LASACTIVITEITEN TRUCKS - 268
71	Laser ALU - partie pratique au VSC
71	Laser ALU - partie pratique en production
71	laser-, pons- en plooibewerkingen in de metaalsector
71	Laser-,pons- en plooibewerkingen in de metaalsector - beroepsopleiding
71	LASERSNIJDEN+BRANDEN+STRALEN+ONTBRAMEN -60
71	Lasertechniek Precitec
71	LASOPLEIDING
71	Lasopleiding MIG/MAG FW+BW RVS316L
71	Lasopleiding on the job training
71	lassen
71	LASSEN - 80 u
71	Lassen - basistechniek
71	Lassen basistechnieken 4d
71	LASSEN EN SAMENSTELLEN (BOUWEN) VAN KRANEN
71	Lassen im VDAB
71	Lassen met de elektrische vlamboog (elektrode, TIG, halfautomaat) van staal, aluminium en roestvast staal
71	Lassen met de elektrische vlamboog (elektrode, TIG, halfautomaat) van staal, aluminum en roestvast staal
71	Lassen VDAB
71	LASSEN-MONTEREN
71	Lasser - monteur
71	Lasser Monteerder TIG
71	Lasserkwalificaties
71	LASSTEURINGEN
71	Lastang Nimak
71	Lastechnieken
71	Lastechnieken in de metaalsector - beroepsopleiding
71	Lastechnieken voor metaalbewerkers
71	LASWERKZAAMHEDEN VDK - 184
23	Latijns schrift basiseducatie
23	Latijns schrift richtgraad 1
42	Law
42	Law and Economics (EM)
42	Laws (LLM)
21	lay-out
90	Le bien-être dans son cadre de travail
90	Le bien-être dans son cadre de travail - motivation
11	Le conflit: une opportunité de progression dans la relation professionelle et/ou pédagogique
102	Le Fonctionnement du CE (base), Le fonctionnement du CPPT (base)
61	Le langage PHP - CakePHP
61	Le langage Python
92	Le leadership : déployez vos ailles. Une formation qui s'adresse aux cadres dirigeants infirmiers du secteur de la santé
23	Le néerlandais au service de votre patient
92	Le shiatsu pour les sages-femmes : support pendant la grossesse, le travail et le postnatal rencontrer la sagesse de maman et bébé
92	Le soin relationnel. Communiquer avec la personne agée en perte d'autonomie
41	Leader d'équipe
41	Leadership / Cult Ambassadorship
41	LEADERSHIP COMPETENCE PROGRAM (LCP)
41	Leadership pour agent de maitrise
92	Lean : Black belt in zorg en welzijn
41	Lean belt
41	Lean Bootcamp
41	Lean Introductie Lean Bootcamp
31	Lean Introductie Value Stream Mapping en Lean Lay Out
90	LEAN LEADERSHIP DANS LE DOMAINE DE LA SANTE
90	Lean Leadership dans le secteur de la santé
72	LEAN MANUFACTURING + 5S
72	Lean Productiemanagement en productieplanning
41	Lean Six Sigma Black Belt
41	Lean Thinking
41	LEAN TRAINING
41	LEAN V2
41	Leandership Coaching
71	Lecture de plan (fabrication métallique)
71	Lecture de plan en construction métallique
71	Lecture de plans
71	Lecture de plans - dessin technique
71	Lecture de plans en construction métallique
71	Lecture de plans en tuyauterie isométrique
71	Lecture de plans et schémas mécaniques
71	Lecture de plans isométriques
71	Lecture de schémas électriques
81	Lecture des schémas hydrauliques
72	lederproductie
72	lederverwerking
90	Leefstijlcoach
72	Leeggoed (32 u)
41	Leer- en ontwikkelingstraject leidinggeven voor supervisors en teamleaders
101	leermeester in de horeca
11	leerplanstudies
23	LEERTRAJECT NEDERLANDS TWEEDE TAAL
103	leger
103	leger en defensie
42	LEGISLATION - Les marchés publics
81	Lei- en klimplanten
81	Lei- en klimplanten 1 volledige dag
81	Lei- en klimplanten 1d
41	leiderschap in context van management
3	Leiderschap in zorg
91	Leiding geven en samen werken in de hulpverlening. De Bremer Stadsmuzikanten
41	Leiding geven met overleg
41	Leiding geven of leiding nemen (effectief leidinggeven)
41	Leiding geven voor hulpmonitoren
41	Leidinggeven
41	LEIDINGGEVEN - 40 u
41	Leidinggeven (Bedrijfsinterne opleiding bij ALURAL LUMMEN NV)
41	Leidinggeven en communicatie
41	LEIDINGGEVEN EN COMMUNICATIE - BASIS
41	Leidinggeven en communicatie (basisopleiding)
41	Leidinggeven en communicatie (nieuw traject volgens HILL)
41	Leidinggeven en vormingen
41	Leidinggeven op de werkvloer
41	Leidinggeven voor (hulp)monitoren
41	LEIDINGGEVEN VOOR EERSTELIJNSVERANTWOORDELIJKEN
41	Leidinggeven voor eerstelijnsverantwoordelijken Van Hool nv
41	Leidinggeven voor het middenkader
41	Leidinggeven voor middenkader
41	Leidinggeven voor teamverantwoordelijken
41	Leidinggevend en niet-leidinggevend kader 
41	LEIDINGGEVEND PERSONEEL TYPE A
41	Leidinggevende type A - bekwaamheidsattest
41	Leidinggevende veiligheidsdienst - bekwaamheidsattest
41	Leidinggevenden
81	Lei-en klimplanten
91	L'entretien motivationnel : un outil au service de l'adhésion thérapeuthique de la personne atteinte de maladie chronique
52	l'environnement et l'entreprise
11	leraarsassistent
11	lerarenopleiding commerciële onderwerpen
11	lerarenopleiding kunst en ambachten
11	lerarenopleiding lichamelijke opvoeding
11	lerarenopleiding met specialisatie
11	lerarenopleiding muziek
11	lerarenopleiding tweede taal
11	lerarenopleiding verpleegkunde
11	lerarenopleiding voor kinderen met speciale noden
11	lerarenopleiding zonder specialisatie
92	Leren werken met familieopstelligen
92	Leren werken met Familieopstellingen
31	Les 4 saisons de la sante mentale et psychiatrie - developpement du pouvoir d'agir (PSY DPA)
31	Les 4 saisons de la sante mentale et psychiatrie - posture professionnelle et fonctions soignantes en psychiatrie
31	Les 4 saisons de la santé mentale et psychiatrie - posture professionnelle et fonctions soignantes en psychiatrie
72	Les cartes électroniques - Approche et procédés de fabricat
71	Les compresseurs
71	Les compresseurs : différents types et maintenance
41	Les différentes facettes d’un système de gestion
21	Les ecrits professionnels
31	Les nouvelles réalités culturelles, sociales et économiques dans le monde du travail – Niveau 2 
31	Les nouvelles réalités culturelles, sociales et économiques dans le monde du travail & Bien-être des travailleurs avec ou sans emploi – Niveau 2
31	Les nouvelles réalités culturelles, sociales et economiques dans le monde dus travail - Niveau 2
92	Les principes de l'aménagement du temps de travail : théorie et mise en application
91	Les soins palliatifs
91	Les soins palliatifs - un module de 50h parmi les 150 heures
54	Les statistiques
71	Les techniques d'alignement
71	Les techniques de la maintenance prédictive
23	Lessen Nederlands voor medisch, paramedisch en administratief personeel in de Brusselse ziekenhuizen (Kliniek Sint-Jan) - voorjaar 2016
23	Lessen Nederlands voor medisch, paramedisch personeel in de Brusselse ziekenhuizen (kliniek Sint Jan) - januari 2018
23	Lessen Nederlands voor medisch, paramedisch personeel in de Brusselse ziekenhuizen (Kliniek Sint Jan) - najaar 2016
23	Lessen Nederlands voor medisch, paramedisch personeel in de Brusselse ziekenhuizen (Kliniek Sint Jan) voorjaar 2017 - Cyclus 2
23	Lessen Nederlands voor medisch, paramedisch personeel in de Brusselse ziekenhuizen (Kliniek Sint-Jan) - mei 2016
23	Lessen Nederlands voor paramedisch personeel (laboratoriumtechnologen) in de Brusselse ziekenhuizen (CEBIODI - CEntrum voor BIOlogie en DIagnose - Laboratorium van de Klinieken St-Anna, St-Remigius en St-Jan/Brussel)
23	Lessen Nederlands voor verpleegkundigen en medisch personeel in het Magnolia Rust- en Revalidatietehuis, Leopold I-straat 314, 1090 Jette
23	Lessen Nederlands voor verpleegkundigen en paramedisch personeel in de Brusselse ziekenhuizen (Brussels Heart Center)
23	Lessen Nederlands voor verpleegkundigen en paramedisch personeel in de Brusselse ziekenhuizen (Kliniek Sint Jan)
23	Lessen Nederlands voor verpleegkundigen en paramedische personeel in de Brusselse ziekenhuizen (Brussels Heart Center)
23	Lessen Nederlands voor verpleegkundigen in de Brusselse ziekenhuizen (kliniek Sint-Jan)
23	Letterkunde
61	Leuven : PC voor beginnende delegee (2 groepen)
1	Leuven:basisvorming  1
1	Leuven:basisvorming 3
41	Leuven:ondernemingsraad
101	L'événement, une communication au service d'une organisation et de son action
11	lezen en schrijven voor volwassenen
11	Licence SHS. Parcours formation des adultes
101	Lichamelijke opvoeding en bewegingswetenschappen
90	Life coaching
41	Ligne hiérarchique
71	LIJNBEVOORRADER - 117U
71	LIJNOPERATOR 3 -234u
71	LIJNOPERATOR 4 - 234u
71	LIJNOPERATOR NIVEAU 1 - 156u
71	LIJNOPERATOR NIVEAU 2 - 224u
72	Lijnverantwoordelijke lijn 2
41	LIMAT - Line Management Training
41	LIMAT (Line Management Training)
1	Limburg: Basisvorming module 2 (3 groepen)
1	Limburg: Basisvorming module 3 (7 groepen)
1	Limburg: Basisvorming module 4 (2 groepen)
41	Limburg: Mandaatvorming "Ondernemingsraad - OR 2 "Wegwijs in de jaarrekening" - groep G17 + groep O17
102	Limburg: Mandaatvorming CPBW 1 (3 groepen)
31	Limburg: Themamodule 'Politieke en syndicale actualiteit
23	Linguistics and Literary Studies
23	Linguistics and Literature: English
23	linguïstiek
71	Lint-/bandzaagmachine instellen/bedienen
91	L'intégration sensorielle au service de l'enfant : Initiation
61	Linux
61	Linux embarqué
61	Linux embarqués : Développement de pilotes LINUX - Module D
23	literatuur
23	literatuur en taalkunde
23	Literatuurwetenschappen
22	logica
61	Logiciel ORCAD 
61	Logiciel rhinoceros
61	Logiciel SmartPlant 3D Utilisateur
61	Logique et introduction à la programmation d'API
102	Logique et sécurité
41	Logistic Engineer
41	Logistic Understanding.
41	Logistics Coordinator
41	Logistiek
41	Logistiek adviseur
41	Logistiek assistent
41	Logistiek bediende
41	Logistiek Logistique Chargeur "Manitou"
41	Logistiek Logistique Chauffeurs de distribution de produits alimentaires
41	Logistiek Logistique Compléments de traçabilité pour opérateur, préparateur ou cariste
41	Logistiek Logistique Computergestuurd voorraadbeheer
41	Logistiek Logistique Douaneformaliteiten
41	Logistiek Logistique Efficiënt en kostenbewust transport organiseren
104	Logistiek Logistique Heftruckchauffeur basisopleiding
41	Logistiek Logistique Introduction à la gestion du stock
41	Logistiek Logistique Introduction à la logistique
41	Logistiek Logistique Logistiek Medewerker
41	Logistiek Logistique Magazijnier
41	Logistiek Logistique Magazijnmanagement
41	Logistiek Logistique Nascholing / formation continu C / CE
41	Logistiek Logistique Opérateur de nacelle élévatrice
41	Logistiek Logistique Permis/ rijbewijs C
41	Logistiek Logistique Permis/ rijbewijs CE
41	Logistiek Logistique Planning en voorraadbeheer
41	Logistiek Logistique Pontier
